run_idx,scheduler_mode,scheduling_policy_value,arrival_rate_rps,max_batch_size,batch_timeout_ms,num_requests,num_batches,throughput_rps,throughput_tokens_per_s,mean_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,mean_wait_ms,p95_wait_ms,mean_service_ms,mean_first_token_latency_ms,p95_first_token_latency_ms,mean_prompt_len,min_prompt_len,max_prompt_len,mean_max_new_tokens,min_max_new_tokens,max_max_new_tokens,mean_batch_size,max_batch_size_realized,mean_batch_runtime_ms,mean_tokens_scheduled,mean_active_requests,mean_padding_waste_tokens,total_padding_waste_tokens,mean_padding_waste_bytes_est,total_padding_waste_bytes_est,mean_padding_waste_pct,prefill_tokens_total,decode_tokens_total
0,dynamic,0.0,4.0,2,0.0,8,5,2.5198024828004595,112.13121048462045,1546.544897147755,1654.9958640467494,1997.9383690377822,2012.5288374443649,920.231866272929,1543.5354974628685,626.3130308748259,967.4205656478143,1560.066646062693,175.125,59,470,44.5,16,92,1.6,2,634.97040379998,71.2,1.6,51.6,258,1268121.6,6340608,8.146817066027864,0,0
0,static,0.0,4.0,2,-1.0,8,4,2.7880105373496873,124.0664689120611,1293.9838425181788,1365.8527228595738,1735.3031467328997,1754.6257716221603,594.18233276927,1226.330807843176,699.8015097489088,618.5876650192822,1245.988319843043,175.125,59,470,44.5,16,92,2.0,2,699.8015097489088,89.0,2.0,159.75,639,3926016.0,15704064,28.566472425983992,0,0
0,continuous,32.0,4.0,2,-1.0,8,239,2.840935488609962,126.4216292431433,1056.1947393957503,1116.0555745247734,1695.9661160874937,1756.4301054950295,407.6652918963369,1000.4785770803412,648.5294474994134,479.19325127142616,1056.2098644799764,175.125,59,470,44.5,16,92,1.6527196652719665,2,11.782317297059851,7.317991631799163,1.8033472803347281,0.0,0,0.0,0,0.0,1401,348
