run_idx,scheduler_mode,scheduling_policy_value,arrival_rate_rps,max_batch_size,batch_timeout_ms,batch_id,dispatch_time_ms,finish_time_ms,batch_size,batch_runtime_ms,prompt_len,max_new_tokens,tokens_generated_total,phase,tokens_scheduled,active_requests,padding_waste_tokens,padding_waste_bytes_est,padding_waste_pct
0,continuous,32.0,4.0,2,-1.0,140,1649.5493239990537,1661.2416829989343,1,11.692358999880526,159,16,32,prefill,32,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,141,1661.2416829989343,1673.1538809990525,1,11.912198000118224,159,16,32,prefill,32,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,142,1673.1538809990525,1685.6432969989328,1,12.489415999880293,159,16,31,prefill,31,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,143,1685.6432969989328,1697.4746609985232,2,11.831363999590394,470,92,2,decode,2,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,144,1697.4746609985232,1709.6202569987327,2,12.14559600020948,470,92,2,decode,2,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,145,1709.6202569987327,1721.262790998935,2,11.642534000202431,470,92,2,decode,2,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,146,1721.262790998935,1732.9594259986152,2,11.6966349996801,470,92,2,decode,2,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,147,1732.9594259986152,1745.0288969985195,2,12.069470999904297,470,92,2,decode,2,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,148,1745.0288969985195,1757.1570409986634,2,12.128144000143948,470,92,2,decode,2,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,149,1757.1570409986634,1769.2341489987484,2,12.07710800008499,470,92,2,decode,2,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,150,1769.2341489987484,1781.5931959985392,2,12.359046999790735,470,92,2,decode,2,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,151,1781.5931959985392,1793.327635998594,2,11.734440000054747,470,92,2,decode,2,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,152,1793.327635998594,1808.6265709985128,2,15.298934999918856,470,92,2,decode,2,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,153,1808.6265709985128,1822.4389079982757,2,13.81233699976292,470,92,2,decode,2,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,154,1822.4389079982757,1833.9581599980193,2,11.519251999743574,470,92,2,decode,2,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,155,1833.9581599980193,1846.4888379980948,2,12.530678000075568,470,92,2,decode,2,2,0,0,0.0
0,continuous,32.0,4.0,2,-1.0,156,1846.4888379980948,1858.02329499802,2,11.534456999925169,470,92,2,decode,2,2,0,0,0.0
