run_idx,arrival_rate_rps,max_batch_size,batch_timeout_ms,batch_id,dispatch_time_ms,finish_time_ms,batch_size,batch_runtime_ms,prompt_len,max_new_tokens,tokens_generated_total
0,20.0,4,10.0,9,1211.8658810002307,1345.7440959989617,2,133.87821499873098,128,32,64
0,20.0,4,10.0,10,1345.7440959989617,1479.80969899505,3,134.06560299608827,128,32,96
0,20.0,4,10.0,11,1517.2732949538854,1651.4883699544966,1,134.21507500061125,128,32,32
0,20.0,4,10.0,12,1651.4883699544966,1785.108210955333,2,133.61984100083646,128,32,64
0,20.0,4,10.0,13,1785.108210955333,1918.7257339552175,2,133.6175229998844,128,32,64
0,20.0,4,10.0,14,1918.7257339552175,2051.562268954332,4,132.83653499911452,128,32,128
0,20.0,4,10.0,15,2051.562268954332,2184.6924069530373,4,133.13013799870532,128,32,128
0,20.0,4,10.0,16,2184.6924069530373,2317.6577559495868,4,132.96534899654944,128,32,128
0,20.0,4,10.0,17,2317.6577559495868,2452.4907589519003,4,134.8330030023135,128,32,128
0,20.0,4,10.0,18,2452.4907589519003,2588.5527839507645,4,136.06202499886422,128,32,128
0,20.0,4,10.0,19,2588.5527839507645,2726.295085949279,2,137.74230199851445,128,32,64
0,20.0,4,10.0,20,2726.295085949279,2860.6407519480867,1,134.34566599880782,128,32,32
0,20.0,4,10.0,21,2860.6407519480867,2995.277213948431,3,134.63646200034418,128,32,96
0,20.0,4,10.0,22,2995.277213948431,3129.1584559447087,2,133.88124199627782,128,32,64
0,20.0,4,10.0,23,3129.1584559447087,3262.2836259422925,4,133.12516999758373,128,32,128
0,20.0,4,10.0,24,3262.2836259422925,3395.814236945445,2,133.53061100315244,128,32,64
0,20.0,4,10.0,25,3395.814236945445,3529.6426879456717,3,133.82845100022678,128,32,96
0,20.0,4,10.0,26,3529.6426879456717,3665.538584943353,2,135.89589699768112,128,32,64
0,20.0,4,10.0,27,3665.538584943353,3803.818276945823,4,138.27969200247026,128,32,128
0,20.0,4,10.0,28,3803.818276945823,3942.655312944045,3,138.83703599822184,128,32,96
0,20.0,4,10.0,29,3942.655312944045,4077.6557369443267,2,135.00042400028178,128,32,64
0,20.0,4,10.0,30,4146.977639029169,4281.45413102869,1,134.4764919995214,128,32,32
0,20.0,4,10.0,31,4281.45413102869,4416.668915026671,4,135.2147839979807,128,32,128
0,20.0,4,10.0,32,4416.668915026671,4550.286047026598,4,133.61713199992664,128,32,128
0,20.0,4,10.0,33,4550.286047026598,4683.514641025463,1,133.2285939988651,128,32,32
0,20.0,4,10.0,34,4683.514641025463,4818.070884023323,2,134.55624299785995,128,32,64
0,20.0,4,10.0,35,4870.647375795815,5007.07011379487,1,136.42273799905524,128,32,32
0,20.0,4,10.0,36,5007.07011379487,5143.729322799262,2,136.65920900439232,128,32,64
0,20.0,4,10.0,37,5143.729322799262,5277.9320508017545,4,134.20272800249222,128,32,128
0,20.0,4,10.0,38,5277.9320508017545,5411.701123796919,4,133.7690729951646,128,32,128
0,20.0,4,10.0,39,5414.486953735364,5548.580214737272,1,134.0932610019081,128,32,32
0,20.0,4,10.0,40,5548.580214737272,5682.64691773537,2,134.06670299809775,128,32,64
0,20.0,4,10.0,41,5682.64691773537,5816.707630734969,2,134.06071299959876,128,32,64
0,20.0,4,10.0,42,5816.707630734969,5952.4557117388085,3,135.74808100383962,128,32,96
0,20.0,4,10.0,43,5952.4557117388085,6086.806701736792,3,134.35098999798356,128,32,96
0,20.0,4,10.0,44,6086.806701736792,6221.225192733515,2,134.41849099672254,128,32,64
0,20.0,4,10.0,45,6221.225192733515,6355.05486773353,4,133.8296750000154,128,32,128
0,20.0,4,10.0,46,6355.05486773353,6488.92805173226,2,133.87318399873038,128,32,64
0,20.0,4,10.0,47,6488.92805173226,6623.734269733619,2,134.8062180013585,128,32,64
0,20.0,4,10.0,48,6623.734269733619,6758.9399807334175,3,135.2057109997986,128,32,96
0,20.0,4,10.0,49,6771.330037145101,6907.115611147613,2,135.78557400251157,128,32,64
0,20.0,4,10.0,50,6907.115611147613,7041.967128151494,3,134.85151700388087,128,32,96
0,20.0,4,10.0,51,7041.967128151494,7176.827794152753,4,134.86066600125923,128,32,128
0,20.0,4,10.0,52,7176.827794152753,7313.249235154156,3,136.42144100140285,128,32,96
0,20.0,4,10.0,53,7313.249235154156,7449.80106715678,4,136.551832002624,128,32,128
0,20.0,4,10.0,54,7449.80106715678,7588.294245158916,1,138.49317800213612,128,32,32
0,20.0,4,10.0,55,7594.06044889784,7729.523724899086,1,135.4632760012464,128,32,32
0,20.0,4,10.0,56,7729.523724899086,7868.115242901699,4,138.59151800261316,128,32,128
0,20.0,4,10.0,57,7868.115242901699,8007.5237219007295,4,139.4084789990302,128,32,128
0,20.0,4,10.0,58,8007.5237219007295,8145.856624899357,4,138.3329029986271,128,32,128
0,20.0,4,10.0,59,8145.856624899357,8283.061293896939,4,137.2046689975832,128,32,128
0,20.0,4,10.0,60,8283.061293896939,8418.246598896989,3,135.18530500005,128,32,96
0,20.0,4,10.0,61,8418.246598896989,8552.690356899806,3,134.44375800281705,128,32,96
0,20.0,4,10.0,62,8552.690356899806,8687.709427899794,1,135.0190709999879,128,32,32
0,20.0,4,10.0,63,8687.709427899794,8822.100118898565,4,134.39069099877088,128,32,128
0,20.0,4,10.0,64,8822.100118898565,8956.16071589848,4,134.06059699991602,128,32,128
0,20.0,4,10.0,65,8997.740853374278,9131.863086372658,2,134.12223299837933,128,32,64
0,20.0,4,10.0,66,9131.863086372658,9265.878656368994,2,134.01556999633613,128,32,64
0,20.0,4,10.0,67,9265.878656368994,9400.06767036827,4,134.18901399927563,128,32,128
0,20.0,4,10.0,68,9400.06767036827,9534.533129367599,4,134.4654589993297,128,32,128
0,20.0,4,10.0,69,9534.533129367599,9668.480074369807,2,133.94694500220794,128,32,64
0,20.0,4,10.0,70,9668.480074369807,9802.25432336935,2,133.7742489995435,128,32,64
0,20.0,4,10.0,71,9921.987794519577,10058.936846518758,1,136.9490519991814,128,32,32
1,20.0,4,10.0,0,10.0,147.99244500023633,2,137.99244500023633,128,32,64
1,20.0,4,10.0,1,147.99244500023633,283.83769799962465,3,135.84525299938832,128,32,96
1,20.0,4,10.0,2,283.83769799962465,419.7859020002943,3,135.94820400066965,128,32,96
1,20.0,4,10.0,3,419.7859020002943,556.5406169987546,4,136.75471499846026,128,32,128
1,20.0,4,10.0,4,556.5406169987546,690.9690149984817,2,134.42839799972717,128,32,64
1,20.0,4,10.0,5,690.9690149984817,825.3329849983493,4,134.36396999986755,128,32,128
1,20.0,4,10.0,6,825.3329849983493,959.2166099935275,3,133.88362499517825,128,32,96
1,20.0,4,10.0,7,959.2166099935275,1093.1482039911862,3,133.93159399765864,128,32,96
1,20.0,4,10.0,8,1093.1482039911862,1230.6800249896332,3,137.53182099844707,128,32,96
1,20.0,4,10.0,9,1230.6800249896332,1368.2019329915056,3,137.52190800187236,128,32,96
1,20.0,4,10.0,10,1368.2019329915056,1507.3224019922782,3,139.12046900077257,128,32,96
